oem,hr,fk,offset
904900130,HRT 507,41987,6894037
909 400 085,HRT 507,60675,6894075
909 400 095,HRT 505,60419,6894115
909 400 117,HRT 507,59651,6894155
909 400 118,HRT 507,59907,6894195
909 400 119,HRT 507,60163,6894235
909 400 125,HRT 505,58883,6894275
909 400 129,HRT 505,59907,6894315
909 400 131,HRT 507,58627,6894355
90901.00,HR 9459,22019,6894395
9090100,HR 9459,10243,6894432
90917420/0118,HR 236,7684,6894468
909174200118,HR 236,61187,6894509
90940-0085,HRT 507,55811,6894549
90940-0117,HRT 507,54787,6896704
90940-0118,HRT 507,55043,6896743
90940-0119,HRT 507,55299,6896782
90940-0125,HRT 505,54019,6896821
90940-0129,HRT 505,55043,6896860
90940-0131,HRT 507,53763,6896899
909400085,HRT 507,44291,6896938
909400095,HRT 505,44035,6896976
909400117,HRT 507,43267,6897014
909400118,HRT 507,43523,6897052
909400119,HRT 507,43779,6897090
909400125,HRT 505,42499,6897128
909400129,HRT 505,43523,6897166
909400131,HRT 507,42243,6897204
91 70 2064,HR 7671,39939,6897242
91 70 3006,HR 7522,37891,6897281
9101-05,HR 9567,8707,6897320
910105,HR 9567,62722,6897356
9108 31294,HR 7488,47619,6897391
9108 31550,HR 7816,45059,6897430
910831294,HR 7488,39427,6897469
910831550,HR 7816,36867,6897507
91702064,HR 7671,23555,6897545
91703006,HR 7522,21507,6897582
92 29201.024.01,HR 5705,38660,6897619
920 275 5,HR 025,12060,6898716
9202-01,HR 9885,8963,6898753
9202-02,HR 9567,8451,6898789
9202-03,HR 9893,9219,6898825
9202-04,HR 9566,8707,6898861
9202-05,HR 9888,10755,6898897
9202-06,HR 9828,9475,6898933
9202-07,HR 9881,9475,6898969
9202-10,HR 9890,7939,6899005
9202-11,HR 9880,7939,6899041
9202-17,HR 9885,10755,6899077
920201,HR 9885,62978,6899113
920202,HR 9567,62466,6899148
920203,HR 9893,63234,6899183
920204,HR 9566,62722,6899218
920205,HR 9888,64770,6899253
920206,HR 9828,63490,6899288
920207,HR 9881,63490,6899323
920210,HR 9890,61954,6899358
920211,HR 9880,61954,6899393
920217,HR 9885,64770,6899428
9202755,HR 025,61186,6899463
921501401,HR 2274 T39S,45828,6899498
922920102401,HR 5705,6916,6899541
923460082 DA,HR 7708,33796,6899582
923460082DA,HR 7708,25604,6899624
923460151 BB,HR 8247,32516,6899665
923460156 HA,HR 8247,35076,6901825
923460156HA,HR 8247,26884,6901867
923460161 AB,HR 46183,45060,6901908
923460161AB,HR 46183,36868,6901951
925 496 2,HR 2155,27651,6902033
925 TX 1054,HR 7140,3076,6901993
9254962,HR 2155,11267,6902109
925TX1054,HR 7140,52227,6902071
926 167 8,HRT 216 A,61187,6902145
926 220 5,HR 5163,25347,6902185
926 389 8,HRT 202,36611,6902223
926 390 6,HRT 202,34051,6902261
926 391 4,HR 2169,28163,6902299
926 530 7,HR 2181,26115,6902337
926 671 9,HR 185,16387,6902375
9261678,HRT 216 A,44803,6902412
9262205,HR 5163,8963,6902450
9263898,HRT 202,20227,6902486
9263906,HRT 202,17667,6902522
9263914,HR 2169,11779,6902558
9265307,HR 2181,9731,6902594
9266719,HR 185,3,6902630
927 020 6,HRT 205,32515,6902665
927 072 9,HR 5165,28419,6902703
927 109 9,HRT 205,35331,6902741
927 231 1,HRT 505 P,61699,6905918
927 469 7,HR 2115,28419,6905958
927 496 7,HR 2115,28419,6905996
927 643 6,HR 2440,26883,6906034
927 671 8,HRT 242 BP,16388,6906072
927 674 2,HR 2450,27139,6906113
9270206,HRT 205,16131,6906151
9270729,HR 5165,12035,6906187
9271099,HRT 205,18947,6906223
9271933,HR 1121,8451,6906259
9272311,HRT 505 P,45315,6906295
9274697,HR 2115,12035,6906333
9274967,HR 2115,12035,6906369
9276436,HR 2440,10499,6906405
9276718,HRT 242 BP,4,6906441
9276742,HR 2450,10755,6906480
9279.057.01,HR 2014,58627,6906516
9279.066.01,HR 2017,59395,6906556
927905701,HR 2014,35075,6906596
927906601,HR 2017,35843,6906634
928 214 6,HR 3682,27907,6906672
928 216 1,HRT 507,34563,6906710
928 643 6,HR 2445,28419,6906748
9282146,HR 3682,11523,6906786
9282161,HRT 507,18179,6906822
9286436,HR 2445,12035,6907941
929 019 8,HR 1165,27907,6907977
929 020 6,HRT 205,33027,6908015
929 257 0,HR 6310,26115,6908053
929 525 4,HR 2450,26883,6908091
929 527 0,HR 6310,26115,6908129
929 630 2,HR 3656,27907,6908167
929 655 9,HRT 218 B,63491,6908205
9290198,HR 1165,11523,6908245
9290206,HRT 205,16643,6908281
9292570,HR 6310,9731,6908317
9295254,HR 2450,10499,6908353
9295270,HR 6310,9731,6908389
9296302,HR 3656,11523,6908425
9296559,HRT 218 B,47107,6908461
93 A 99-5,HRT 512,38659,6908499
93 A 99-6,HRT 512,38915,6908537
93 A 99-7,HRT 512,39171,6908575
93 A 99-8,HRT 512,39427,6908613
93 D 99-5,HRT 512,39427,6908651
93 D 99-6,HRT 512,39683,6908689
93 D 99-7,HRT 512,39939,6908727
93 D 99-8,HRT 512,40195,6908765
93-00057/0.7,HR 9505,5636,6908803
93-01004/0.9,HR 9637,5892,6908844
93-01010/0.1,HR 9649,3844,6908885
93-01012/0.9,HR 9802,7936,6911003
93-01012/1.7,HR 9802,3844,6911044
93-01013/0.8,HR 9507,4612,6911085
93-01014/0.7,HR 9505,4100,6911126
93-01015/1.4,HR 9417,4356,6911167
93-01016/0.5,HR 9418,4868,6911208
93-01019/0.2,HR 9801,3844,6911249
93-01019/1.0,HR 9801,3588,6911290
93-01020/0.9,HR 9526,4612,6911331
93-01021/0.8,HR 9801,3588,6911372
93-01022/0.7,HR 9527,4868,6911413
93-01024/0.5,HR 9802,3844,6911454
93-01025/0.4,HR 9425,4100,6911495
93-01028/0.1,HR 9424,3844,6911536
93-01029/0.0,HR 9431,3332,6911577
93-01037/0.0,HR 9432,3332,6911618
93-01040/0.5,HR 9442,3332,6911659
93-01041/0.1,HR 9527,3588,6911700
93-01043/0.2,HR 9436,4100,6911741
93-01048/1.5,HR 9443,5892,6911782
93-01049/0.6,HR 9444,6404,6911823
93-01050/0.2,HR 9450,2564,6911864
93-01052/0.0,HR 9452,3076,6911905
93-01052/1.8,HR 9452,5380,6911946
93-01053/1.7,HR 9454,5892,6913081
93-01055/0.7,HR 9442,5380,6913122
93-01056/0.6,HR 9464,6404,6913163
93-01057/0.5,HR 9462,5892,6913204
93-01059/0.3,HR 9442,5380,6913245
93-01060/0.0,HR 9483,3844,6913286
93-01061/0.9,HR 9469,7428,6913327
93-01061/1.7,HR 9469,7172,6913368
93-01064/0.6,HR 9476,6916,6913409
93-01065/0.5,HR 9436,5892,6913450
93-01067/0.3,HR 9482,6148,6913491
93-01069/0.1,HR 9491,6148,6913532
93-4372,HR 7841,9987,6913573
930005707,HR 9505,35843,6913889
930072591,HR 3658,37891,6913927
930072592,HR 3657,37891,6913965
930072614,HR 2115,33539,6914003
930074331,HRT 202,40963,6917180
930077119,HR 1622,35331,6917218
930079129,HR 2115,35587,6917256
930079499,HR 3658,41475,6917294
930100409,HR 9637,36099,6917332
930101001,HR 9649,34051,6917370
930101209,HR 9802,34307,6917408
930101217,HR 9802,34051,6917446
930101308,HR 9507,34819,6917484
930101407,HR 9505,34307,6917522
930101514,HR 9417,34563,6917560
930101605,HR 9418,35075,6917598
930101902,HR 9801,34051,6917636
930101910,HR 9801,33795,6917674
930102009,HR 9526,34819,6917712
930102108,HR 9801,33795,6917750
930102207,HR 9527,35075,6917788
930102405,HR 9802,34051,6917826
930102504,HR 9425,34307,6917864
930102801,HR 9424,34051,6917902
930102900,HR 9431,33539,6917940
930103700,HR 9432,33539,6917978
930104005,HR 9442,33539,6918016
930104101,HR 9527,33795,6918054
930104302,HR 9436,34307,6918092
930104906,HR 9444,36611,6920245
930105002,HR 9450,32771,6920283
930105200,HR 9452,33283,6920321
930105218,HR 9452,35587,6920359
930105309,HR 9454,36355,6920397
930105317,HR 9454,36099,6920435
930105507,HR 9442,35587,6920473
930105606,HR 9464,36611,6920511
930105705,HR 9462,36099,6920549
930105903,HR 9442,35587,6920587
930106000,HR 9483,34051,6920625
930106109,HR 9469,37635,6920663
930106117,HR 9469,37379,6920701
930106406,HR 9476,37123,6920739
930106505,HR 9436,36099,6920777
930106703,HR 9482,36355,6920815
930106901,HR 9491,36355,6920853
9304,HR 9612,35842,6920891
930702022,HR 6052,32771,6920924
930702130,HR 6050,32259,6920962
930702139,HR 6044,35331,6921000
930702187,HR 6044,36099,6921038
930702249,HR 7069,37891,6921076
930702250,HR 6077,35331,6921114
930702252,HR 6039,35331,6921152
930702253,HR 6156,35587,6922277
931800057,HR 7062,35331,6922315
931868102,HR 1628,37123,6922353
93301.00,HR 9101,17155,6922391
93301.01,HR 9101,17411,6922428
93301.02,HR 9101,17667,6922465
9330100,HR 9101,5379,6922502
9330101,HR 9101,5635,6922538
9330102,HR 9101,5891,6922574
93302.00,HR 9445,20227,6922610
93302.01,HR 9445,20483,6922647
9330200,HR 9445,8451,6922684
9330201,HR 9445,8707,6922720
93308.00,HR 9101,18947,6922756
93308.01,HR 9101,19203,6922793
9330800,HR 9101,7171,6922830
9330801,HR 9101,7427,6922866
93318.00,HR 9489,24067,6922902
93318.01,HR 9489,24323,6922939
9331800,HR 9489,12291,6922976
9331801,HR 9489,12547,6923012
933267749003,HR 8169,14084,6923048
933267925006,HR 80085,25348,6923089
934372,HR 7841,64002,6923131
93510.00,HR 9801,19459,6923166
93510.01,HR 9801,19715,6923203
93510.02,HR 9801,19971,6926373
93510.03,HR 9801,20227,6926410
93510.04,HR 9801,20483,6926447
9351000,HR 9801,7683,6926484
9351001,HR 9801,7939,6926520
9351002,HR 9801,8195,6926556
9351003,HR 9801,8451,6926592
9351004,HR 9801,8707,6926628
93511.00,HR 9802,19971,6926664
93511.01,HR 9802,20227,6926701
9351100,HR 9802,8195,6926738
9351101,HR 9802,8451,6926774
93513.00,HR 9104,19203,6926810
9351300,HR 9104,7427,6926847
93514.00,HR 9802,20739,6926883
93514.01,HR 9802,20995,6926920
9351400,HR 9802,8963,6926957
9351401,HR 9802,9219,6926993
93515.00,HR 9803,21251,6927029
93515.01,HR 9803,21507,6927066
9351500,HR 9803,9475,6927103
9351501,HR 9803,9731,6927139
93522.00,HR 9809,22275,6927175
93522.01,HR 9809,22531,6927212
9352200,HR 9809,10499,6927249
9352201,HR 9809,10755,6927285
93524.00,HR 9810,20739,6927321
93524.01,HR 9810,6912,6929435
9352400,HR 9810,8963,6929472
9352401,HR 9810,9219,6929508
93529.00,HR 9812,22531,6929544
93529.01,HR 9812,22787,6929581
9352900,HR 9812,10755,6929618
9352901,HR 9812,11011,6929654
93530.00,HR 9811,20227,6929690
93530.01,HR 9811,20483,6929727
9353000,HR 9811,8451,6929764
9353001,HR 9811,8707,6929800
93602.00,HR 9612,19971,6929836
9360200,HR 9612,8195,6929873
93605.00,HR 9608,22019,6929909
93605.01,HR 9608,22275,6929946
93605.02,HR 9608,22531,6929983
9360500,HR 9608,10243,6930020
9360501,HR 9608,10499,6930056
9360502,HR 9608,10755,6930092
93606.00,HR 9606,21763,6930128
9360600,HR 9606,9987,6930165
93607.00,HR 9607,22275,6930201
9360700,HR 9607,10499,6930238
93611.00,HR 9611,19715,6930274
93611.01,HR 9611,19971,6930311
9361100,HR 9611,7939,6930348
9361101,HR 9611,8195,6930384
9361700,HR 9617,11011,6932534
93618.00,HR 9618,23299,6932570
9361800,HR 9618,11523,6932607
93619.00,HR 9619,23811,6932643
9361900,HR 9619,12035,6932680
93622.00,HR 9622,20739,6932716
9362200,HR 9622,8963,6932753
93623.00,HR 9623,21251,6932789
9362300,HR 9623,9475,6932826
93630.00,HR 9630,20227,6932862
9363000,HR 9630,8451,6932899
93632.00,HR 9632,21251,6932935
93632.01,HR 9632,21507,6932972
9363200,HR 9632,9475,6933009
9363201,HR 9632,9731,6933045
93633.00,HR 9633,21763,6933081
93633.01,HR 9633,22019,6933118
93633.02,HR 9633,22275,6933155
93633.03,HR 9633,22531,6933192
9363300,HR 9633,9987,6933229
9363301,HR 9633,10243,6933265
9363302,HR 9633,10499,6933301
9363303,HR 9633,10755,6933337
93635.00,HR 9635,22787,6933373
9363500,HR 9635,11011,6933410
93636.00,HR 9685,24323,6933446
93636.01,HR 9685,24579,6934565
9363600,HR 9685,12547,6934602
9363601,HR 9685,12803,6934638
93639.00,HR 9639,24835,6934674
9363900,HR 9639,13059,6934711
93646.00,HR 9646,23811,6934747
9364600,HR 9646,12035,6934784
93647.00,HR 9647,24323,6934820
93647.01,HR 9647,24579,6934857
93647.02,HR 9647,24835,6934894
9364700,HR 9647,12547,6934931
9364701,HR 9647,12803,6934967
9364702,HR 9647,13059,6935003
93650.00,HR 9650,21251,6935039
93650.01,HR 9650,21507,6935076
93650.02,HR 9650,21763,6935113
9365000,HR 9650,9475,6935150
9365001,HR 9650,9731,6935186
9365002,HR 9650,9987,6935222
93653.00,HR 9653,22787,6935258
9365300,HR 9653,11011,6935295
93656.00,HR 9636,23811,6935331
9365600,HR 9636,12035,6935368
93666.00,HR 9666,24835,6935404
9366600,HR 9666,13059,6935441
93669.00,HR 9669,26371,6935477
9366900,HR 9669,14595,6935514
93676.00,HR 9676,6912,6937627
9367600,HR 9676,13571,6937664
93680.00,HR 9680,22787,6937700
9368000,HR 9680,11011,6937737
93688.00,HR 9688,26883,6937773
9368800,HR 9688,15107,6937810
93692.00,HR 9692,24323,6937846
9369200,HR 9692,12547,6937883
93694.00,HR 9694,25347,6937919
9369400,HR 9694,13571,6937956
93701.00,HR 9637,21763,6937992
93701.01,HR 9637,22019,6938029
9370100,HR 9637,9987,6938066
9370101,HR 9637,10243,6938102
93728.00,HR 9203,21251,6938138
9372800,HR 9203,9475,6938175
93729.00,HR 9626,23811,6938211
93729.01,HR 9626,24067,6938248
9372900,HR 9626,12035,6938285
9372901,HR 9626,12291,6938321
93731.00,HR 9550,20995,6938357
93731.01,HR 9550,21251,6938394
9373100,HR 9550,9219,6938431
9373101,HR 9550,9475,6938467
93733.00,HR 9560,21763,6938503
93733.01,HR 9560,22019,6938540
9373300,HR 9560,9987,6938577
93749.00,HR 9649,25603,6940726
93749.01,HR 9649,25859,6940763
9374900,HR 9649,13827,6940800
9374901,HR 9649,14083,6940836
93758.00,HR 9505,23299,6940872
93758.01,HR 9505,23555,6940909
93758.02,HR 9505,23811,6940946
9375800,HR 9505,11523,6940983
9375801,HR 9505,11779,6941019
9375802,HR 9505,12035,6941055
93765.00,HR 9507,23299,6941091
93765.01,HR 9507,23555,6941128
93765.02,HR 9507,23811,6941165
9376500,HR 9507,11523,6941202
9376501,HR 9507,11779,6941238
9376502,HR 9507,12035,6941274
93768.00,HR 9518,24579,6941310
93768.01,HR 9518,24835,6941347
9376800,HR 9518,12803,6941384
9376801,HR 9518,13059,6941420
93769.00,HR 9601,23043,6941456
93769.01,HR 9601,23299,6941493
9376900,HR 9601,11267,6941530
9376901,HR 9601,11523,6941566
93770.00,HR 9705,22275,6941602
9377000,HR 9705,10499,6941639
93772.00,HR 9707,23299,6942757
9377200,HR 9707,11523,6942794
93773.00,HR 9509,23555,6942830
93773.01,HR 9509,23811,6942867
93773.02,HR 9509,24067,6942904
9377300,HR 9509,11779,6942941
9377301,HR 9509,12035,6942977
9377302,HR 9509,12291,6943013
93774.00,HR 9510,21763,6943049
93774.01,HR 9510,22019,6943086
93774.02,HR 9510,22275,6943123
9377400,HR 9510,9987,6943160
9377401,HR 9510,10243,6943196
9377402,HR 9510,10499,6943232
93776.00,HR 9661,24067,6943268
93776.01,HR 9661,24323,6943305
9377600,HR 9661,12291,6943342
9377601,HR 9661,12547,6943378
93779.00,HR 9512,23555,6943414
9377900,HR 9512,11779,6943451
93780.00,HR 9513,21763,6943487
93780.01,HR 9513,22019,6943524
93780.02,HR 9513,22275,6943561
9378000,HR 9513,9987,6943598
9378001,HR 9513,10243,6943634
9378002,HR 9513,10499,6943670
93787.00,HR 9624,24323,6943706
93787.01,HR 9624,24604,6945820
9378700,HR 9624,12547,6945857
9378701,HR 9624,12803,6945893
93791.00,HR 9527,23555,6945929
93791.01,HR 9527,23811,6945966
93791.02,HR 9527,24067,6946003
9379100,HR 9527,11779,6946040
9379101,HR 9527,12035,6946076
9379102,HR 9527,12291,6946112
93792.00,HR 9526,23555,6946148
9379200,HR 9526,11779,6946185
93795.00,HR 9559,25859,6946221
93795.01,HR 9559,26115,6946258
9379500,HR 9559,14083,6946295
9379501,HR 9559,14339,6946331
93799.00,HR 9214,23811,6946367
93799.01,HR 9214,24067,6946404
9379900,HR 9214,12035,6946441
9379901,HR 9214,12291,6946477
93900.00,HR 9566,22275,6946513
93900.01,HR 9566,22531,6946550
9390000,HR 9566,10499,6946587
9390001,HR 9566,10755,6946623
93901.00,HR 9459,22787,6946659
93901.01,HR 9459,23043,6946696
93901.02,HR 9459,23299,6946733
93901.03,HR 9459,23555,6946770
9390101,HR 9459,11267,6949944
9390102,HR 9459,11523,6949980
9390103,HR 9459,11779,6950016
93902.00,HR 9428,22019,6950052
93902.01,HR 9428,22275,6950089
9390200,HR 9428,10243,6950126
9390201,HR 9428,10499,6950162
93903.00,HR 9527,22275,6950198
93903.01,HR 9527,22531,6950235
93903.02,HR 9527,22787,6950272
93903.03,HR 9527,23043,6950309
9390300,HR 9527,10499,6950346
9390301,HR 9527,10755,6950382
9390302,HR 9527,11011,6950418
9390303,HR 9527,11267,6950454
93904.00,HR 9467,23299,6950490
93904.01,HR 9467,23555,6950527
93904.02,HR 9467,23811,6950564
93904.03,HR 9467,24067,6950601
93904.04,HR 9467,24323,6950638
9390400,HR 9467,11523,6950675
9390401,HR 9467,11779,6950711
9390402,HR 9467,12035,6950747
9390403,HR 9467,12291,6950783
9390404,HR 9467,12547,6950819
93905.00,HR 9426,22275,6950855
9390500,HR 9426,10499,6951973
93906.00,HR 9466,23555,6952009
93906.01,HR 9466,23811,6952046
9390600,HR 9466,11779,6952083
9390601,HR 9466,12035,6952119
93908.00,HR 9434,22787,6952155
93908.01,HR 9434,23043,6952192
93908.02,HR 9434,23299,6952229
93908.03,HR 9434,23555,6952266
9390800,HR 9434,11011,6952303
9390801,HR 9434,11267,6952339
9390802,HR 9434,11523,6952375
9390803,HR 9434,11779,6952411
93911.00,HR 9437,22019,6952447
93911.01,HR 9437,22275,6952484
9391100,HR 9437,10243,6952521
9391101,HR 9437,10499,6952557
93912.00,HR 9438,22531,6952593
93912.01,HR 9438,22787,6952630
93912.99,HR 9438,27139,6952667
9391200,HR 9438,10755,6952704
9391201,HR 9438,11011,6952740
9391299,HR 9438,15363,6952776
93913.00,HR 9436,22275,6952812
93913.01,HR 9436,22531,6952849
9391300,HR 9436,10499,6952886
9391301,HR 9436,10755,6952922
93915.00,HR 9436,6912,6955035
93915.01,HR 9436,23043,6955072
9391500,HR 9436,11011,6955109
9391501,HR 9436,11267,6955145
93972.00,HR 9526,23555,6955181
93972.01,HR 9526,23811,6955218
9397200,HR 9526,11779,6955255
9397201,HR 9526,12035,6955291
93A995,HRT 512,10755,6913609
93A996,HRT 512,11011,6913644
93A997,HRT 512,11267,6913679
93A998,HRT 512,11523,6913714
93D995,HRT 512,11523,6913749
93D996,HRT 512,11779,6913784
93D997,HRT 512,12035,6913819
93D998,HRT 512,12291,6913854
94 X 2971,HR 42050,2564,6955327
94-00005/0.8,HR 2267,3844,6955367
94-00007/0.6,HR 2266 R,32772,6955408
94-00014/0.7,HR 2277 TS,54788,6955451
94-00020/0.9,HR 2080/10,38404,6955495
94-00021/0.8,HR 3606,2820,6955539
94-00028/0.1,HR 1810,1540,6955580
94-00030/0.7,HR 1808,3076,6955621
94-00031/0.6,HR 5568,4868,6955662
94-00033/0.4,HR 1816,2820,6955703
94-00035/0.2,HR 5565,4100,6955744
94-00037/0.0,HR 1811,1540,6955785
94-00040/0.5,HR 2279 T5SR,23557,6955826
94-01001/0.0,HR 2279 T6SR,22021,6955872
94-01002/0.9,HR 5611,2564,6955918
94-01005/0.6,HR 1868,5124,6955959
94-01006/0.5,HR 6102,1540,6956000
94-01006/2.1,HR 6102,1028,6958117
94-01008/0.3,HR 5649,5380,6958158
94-01009/0.2,HR 5612,2820,6958199
94-01010/0.9,HR 5650,3076,6958240
94-01012/0.7,HR 1811,1796,6958281
94-01013/0.6,HR 5612,2564,6958322
94-01014/0.5,HR 7038,3588,6958363
94-01016/0.3,HR 5650,3076,6958404
94-01017/0.2,HR 6031,1540,6958445
94-01018/1.9,HR 6031,3844,6958486
94-01019/0.0,HR 18001,13828,6958527
94-01020/0.7,HR 7004,1540,6958569
94-01021/0.6,HR 7004,1540,6958610
94-01022/0.5,HR 6035,2308,6958651
94-01023/0.4,HR 6035,2308,6958692
94-01024/0.3,HR 7004,1540,6958733
94-01025/0.2,HR 6125,2308,6958774
94-01025/2.0,HR 9425,3844,6958815
94-01026/0.1,HR 7097,4612,6958856
94-01027/0.0,HR 6124,2052,6958897
94-01028/0.9,HR 7713,5892,6958938
94-01029/0.8,HR 7110,3588,6958979
94-01030/0.5,HR 6035,2052,6959020
94-01031/0.4,HR 18001,13316,6959061
94-01032/0.3,HR 7712,2848,6960156
94-01036/0.9,HR 6195,6404,6960197
94-01037/0.8,HR 7529,6916,6960238
94-01040/0.3,HR 7502,1796,6960279
94-01041/0.2,HR 7528,3844,6960320
94-01042/0.1,HR 7529,4100,6960361
94-01046/0.6,HR 6231,3588,6960402
94-01046/0.7,HR 6220,3332,6960443
94-01046/1.4,HR 6231,3332,6960484
94-01046/1.5,HR 6220,3076,6960525
94-01046/2.2,HR 6231,3076,6960566
94-01046/2.3,HR 6220,2820,6960607
94-01048/0.5,HR 7153,4868,6960648
94-01048/1.3,HR 7153,4612,6960689
94-01049/0.4,HR 6220,3332,6960730
94-01052/0.8,HR 6124,3588,6960771
94-01053/0.7,HR 18003,15620,6960812
94-01054/0.6,HR 7157,5380,6960854
94-01055/2.1,HR 6249,5124,6960895
94-01055/4.7,HR 6249,7172,6960936
94-01055/5.4,HR 6249,6660,6960977
94-01057/1.1,HR 7543,4868,6961018
94-01057/2.9,HR 7543,7172,6961059
94-01058/0.2,HR 6238,5124,6961100
94-01059/0.1,HR 6246,4868,6964283
94-01060/0.8,HR 7177,5636,6964324
94-01061/0.7,HR 6246,4612,6964365
94-01062/0.6,HR 7186,5636,6964406
94-01062/1.4,HR 7186,5380,6964447
94-01062/2.2,HR 7186,5124,6964488
94-01063/0.5,HR 7590,5380,6964529
94-01064/0.4,HR 6286,5636,6964570
94-01064/1.2,HR 6286,5380,6964611
94-01065/0.3,HR 7590,5380,6964652
94-01068/0.0,HR 6299,6660,6964693
94-01068/1.8,HR 6299,8964,6964734
94-01069/0.9,HR 7205,6148,6964775
94-01070/0.6,HR 7543,4612,6964816
94-01070/1.4,HR 7543,4356,6964857
94-01071/0.5,HR 6368,5636,6964898
94-01072/0.4,HR 7213,3076,6964939
94-01072/1.2,HR 7213,2820,6964980
94-01073/0.3,HR 6370,3844,6965021
94-01074/1.0,HR 6368,5380,6965062
94-01074/2.8,HR 6368,7684,6965103
94-01075/0.1,HR 6370,3844,6965144
94-01075/1.9,HR 6370,6148,6965185
94-01075/2.7,HR 6370,5892,6969381
94-01075/3.5,HR 6370,5636,6969422
94-01077/0.9,HR 7241,5892,6969463
94-01077/1.7,HR 7241,5636,6969504
94-01077/2.5,HR 7241,5380,6969545
94-01078/0.8,HR 7346,7428,6969586
94-01078/0.9,HR 7346,7684,6969627
94-01079/0.7,HR 7186,7940,6969668
94-01081/0.3,HR 7339,5124,6969709
94-01082/0.2,HR 8222,3076,6969750
94-01083/0.1,HR 7399,6660,6969791
94-01084/0.0,HR 8046,4100,6969832
94-01085/0.9,HR 8021,4868,6969873
94-01092/0.0,HR 8404,3332,6969914
94-01094/0.8,HR 8411,5380,6969955
94-01096/0.6,HR 8723,6916,6969996
94-01097/0.5,HR 80131,17412,6970037
94-01098/0.4,HR 8723,6916,6970079
94-01099/0.3,HR 80014,17412,6970120
94-01103/0.7,HR 8411,2820,6970162
94-01105/0.5,HR 80127,16132,6970203
94-02009/0.0,HR 8964,5892,6970245
94-02011/0.6,HR 18037,15876,6970286
94-20,HR 2080/10,16387,6970328
940000508,HR 2267,34051,6971456
940000706,HR 2266 R,62979,6971494
940001407,HR 2277 TS,19460,6971534
940002009,HR 2080/10,3076,6971575
940002108,HR 3606,33027,6971616
940002801,HR 1810,31747,6971654
940003007,HR 1808,33283,6971692
940003106,HR 5568,35075,6971730
940003304,HR 1816,33027,6971768
940003502,HR 5565,34307,6971806
940003700,HR 1811,31747,6971844
940004005,HR 2279 T5SR,53764,6971882
940100100,HR 2279 T6SR,52228,6971925
940100209,HR 5611,32771,6971968
940100506,HR 1868,35331,6972006
940100605,HR 6102,31747,6972044
940100621,HR 6102,31235,6972082
940100803,HR 5649,35587,6972120
940100902,HR 5612,33027,6972158
940101009,HR 5650,33283,6972196
940101207,HR 1811,32003,6972234
940101306,HR 5612,32771,6972272
940101405,HR 7038,33795,6972310
940101603,HR 5650,33283,6972348
940101702,HR 6031,31747,6972386
940101819,HR 6031,34051,6974501
940101900,HR 18001,44035,6974539
940102007,HR 7004,31747,6974578
940102106,HR 7004,31747,6974616
940102205,HR 6035,32515,6974654
940102304,HR 6035,32515,6974692
940102403,HR 7004,31747,6974730
940102502,HR 6125,32515,6974768
940102520,HR 9425,34051,6974806
940102601,HR 7097,34819,6974844
940102700,HR 6124,32259,6974882
940102809,HR 7713,36099,6974920
940102908,HR 7110,33795,6974958
940103005,HR 6035,32259,6974996
940103104,HR 18001,43523,6975034
940103203,HR 7712,33027,6975073
940103609,HR 6195,36611,6975111
940103708,HR 7529,37123,6975149
940103807,HR 7133,34819,6975187
940104003,HR 7502,32003,6975225
940104102,HR 7528,34051,6975263
940104201,HR 7529,34307,6975301
940104606,HR 6231,33795,6975339
940104607,HR 6220,33539,6975377
940104614,HR 6231,33539,6975415
940104615,HR 6220,33283,6975453
940104622,HR 6231,33283,6976549
940104623,HR 6220,33027,6976587
940104805,HR 7153,35075,6976625
940104813,HR 7153,34819,6976663
940104904,HR 6220,33539,6976701
940105208,HR 6124,33795,6976739
940105307,HR 18003,45827,6976777
940105406,HR 7157,35587,6976816
940105521,HR 6249,35331,6976854
940105547,HR 6249,37379,6976892
940105554,HR 6249,36867,6976930
940105711,HR 7543,35075,6976968
940105729,HR 7543,37379,6977006
940105802,HR 6238,35331,6977044
940105810,HR 6238,35075,6977082
940105901,HR 6246,35075,6977120
940106008,HR 7177,35843,6977158
940106107,HR 6246,34819,6977196
940106206,HR 7186,35843,6977234
940106214,HR 7186,35587,6977272
940106222,HR 7186,35331,6977310
940106305,HR 7590,35587,6977348
940106404,HR 6286,35843,6977386
940106412,HR 6286,35587,6977424
940106503,HR 7590,35587,6977462
940106800,HR 6299,36867,6977500
940106818,HR 6299,39171,6979615
940106909,HR 7205,36355,6979653
940107006,HR 7543,34819,6979691
940107014,HR 7543,34563,6979729
940107105,HR 6368,35843,6979767
940107204,HR 7213,33283,6979805
940107212,HR 7213,33027,6979843
940107303,HR 6370,34051,6979881
940107410,HR 6368,35587,6979919
940107428,HR 6368,37891,6979957
940107501,HR 6370,34051,6979995
940107519,HR 6370,36355,6980033
940107527,HR 6370,36099,6980071
940107535,HR 6370,35843,6980109
940107709,HR 7241,36099,6980147
940107717,HR 7241,35843,6980185
940107725,HR 7241,35587,6980223
940107808,HR 7346,37635,6980261
940107809,HR 7346,37891,6980299
940107907,HR 7186,38147,6980337
940108103,HR 7339,35331,6980375
940108202,HR 8222,33283,6980413
940108301,HR 7399,36867,6980451
940108400,HR 8046,34307,6980489
940108509,HR 8021,35075,6980527
940109200,HR 8404,33539,6980565
