oem,hr,fk,offset
KFS 60769,HR 7605,52227,443169
KFS 60802,HR 7475,50435,443207
KFS 60807 A,HR 7695,31748,443245
KFS 60823 C,HR 7459,11524,443286
KFS 60832,HR 7246,4356,443326
KFS 60847,HR 7929,53763,443365
KFS 60847 A,HR 7929,13060,445477
KFS 60854,HR 7695,7428,445517
KFS 60893,HR 7608,52483,445556
KFS 60893 B,HR 7608,12036,445594
KFS 60899,HR 7750,53507,445634
KFS 60909,HR 7217,50947,445672
KFS 60909 A,HR 7217,10244,445710
KFS 61043,HR 7199,4868,445750
KFS 61107,HR 46140,14596,445789
KFS 61107 A,HR 46140,39428,445829
KFS 61140,HR 7708,3332,445871
KFS 61140 A,HR 7708,28164,445910
KFS 61164,HR 7985,52483,445951
KFS 61189,HR 7995,54531,445989
KFS 61202,HR 46100,58371,446027
KFS 61202 A,HR 46100,37380,446066
KFS 61240,HR 7695,4868,446108
KFS 61244,HR 46195,17668,446147
KFS 61254,HR 7695,6148,446187
KFS 61262,HR 7468,51203,446226
KFS 61410,HR 46172,15108,446264
KFS 61424,HR 8177,4868,446304
KFS 61424 A,HR 8177,29700,446343
KFT 2 AB 118 F,HR 8513,46340,446384
KFT 2 AB 119 F,HR 8513,46596,446427
KFT 3 AB 054 F,HR 8473,47620,447525
KFT 4 AA 098 F,HR 8591,49924,447568
KFT 4 AB 005,HR 8322,18948,447611
KFT 4 AB 005 PMP,HR 8322,22277,447652
KFT 4 AB 055 F,HR 8429,48388,447697
KJF 9238 A,HR 46141,26884,447740
KJF 9303 C,HR 7664,15108,447781
KJF 9320 C,HR 7664,14852,447821
KJF 9503 C,HR 7664,15620,447861
KON 30000206,HR 8447,21508,447901
KR 347 54,HR 2267,40707,447942
KR 359 75,HR 2265,41731,447980
KST 806 Y 0,HRT 507,21252,448018
KST 806 Z 0,HRT 507,21508,448058
KT 10,HRT 202,61954,448098
KT 10 D 8,HRT 202,44547,448132
KT 10 T 0,HRT 202,46595,448170
KT 10.001,HR 7618,40707,448208
KT 10.002,HR 7616,40451,448246
KT 10.003,HR 7879,43523,448284
KT 101,HRT 202,8963,448322
KT 101 T 0,HRT 202,59139,448357
KT 11.000,HR 8108,39427,448396
KT 11.001,HR 8098,41731,448434
KT 11.002,HR 7986,43267,448472
KT 11.003,HR 8097,7168,449563
KT 11.004,HR 8565,42243,449601
KT 12.000,HR 8606,40451,449639
KT 12.001,HR 8266,41219,449677
KT 12.002,HR 8262,40451,449715
KT 12.004,HR 7667,43011,449753
KT 13.000,HR 8394,41731,449791
KT 13.001,HR 8254,40707,449829
KT 13.002,HR 8256,41475,449867
KT 14.000,HR 7740,40451,449905
KT 14.002,HR 7713,40963,449943
KT 14.005,HR 8458,43523,449981
KT 15.003,HR 8466,43011,450019
KT 1895-641 WO,HRT 507,65028,450057
KT 1897-641-0,HRT 245 BS,19205,450100
KT 1897-641-000,HRT 245 BS,43781,450145
KT 1897-641-2,HRT 245 BS,19717,450192
KT 1897-641-3,HRT 240 BS,18693,450237
KT 1897-641-300,HRT 240 BS,43269,450282
KT 19.000,HR 7117,41219,450329
KT 19.001,HR 6500,40195,450367
KT 20.000,HR 7708,60419,450405
KT 20.001,HR 46089,8708,450444
KT 20.006,HR 46126,7940,450484
KT 20.008,HR 46117,8452,450524
KT 20.009,HR 46148,9732,452645
KT 20.010,HR 46127,6916,452685
KT 2000-641-...,HRT 209,55556,452725
KT 2000-641-005,HRT 209,58372,452769
KT 2000-641-006,HRT 209,58628,452813
KT 2001,HR 7662,16643,452857
KT 2002,HR 7649,18179,452893
KT 2003,HR 7259,17667,452929
KT 2004,HR 8257,17667,452965
KT 2005,HR 7662,17667,453001
KT 2006,HR 7660,17411,453037
KT 2007,HR 7659,19715,453073
KT 2008,HR 7650,17667,453109
KT 2009,HR 7662,18691,453145
KT 2010,HR 7662,16643,453181
KT 2011,HR 7962,17667,453217
KT 2012,HR 7963,18179,453253
KT 2013,HR 8252,16387,453289
KT 2014,HR 8255,17411,453325
KT 2015,HR 8240,16131,453361
KT 2016,HR 8233,16899,453397
KT 205,HRT 202,10243,453433
KT 205 T 0,HRT 202,60419,453468
KT 206,HRT 203,10755,453507
KT 206 D 6,HRT 203,58371,453542
KT 206 S 1,HRT 203,60931,453581
KT 206 T 1,HRT 203,61187,455736
KT 206 TO,HRT 203,60675,455775
KT 206-51,HRT 203,48387,455813
KT 2096-641,HRT 210 BF,53508,455851
KT 2096-641-000,HRT 210 BF,36357,455894
KT 2097-641-0..,HRT 222 BS,39685,455941
KT 2097-641-000,HRT 222 BS,40709,455988
KT 2097-641-1..,HRT 222 BS,39941,456035
KT 2097-641-100,HRT 222 BS,40965,456082
KT 2097-641-2..,HRT 222 BS,40197,456129
KT 2097-641-200,HRT 222 BS,41221,456176
KT 2097-641-3..,HRT 226 BS,41477,456223
KT 2097-641-321,HRT 226 BS,43269,456270
KT 2097-641-345,HRT 226 BS,44805,456317
KT 2097-642-0..,HRT 225 BP,39941,456364
KT 2097-642-004,HRT 225 BP,41989,456411
KT 2097-642-008,HRT 225 BP,43013,456458
KT 2097-642-1..,HRT 225 BP,40197,456505
KT 2097-642-2..,HRT 225 BP,40453,456552
KT 2097-642-3..,HRT 227 BP,41221,456599
KT 2097-642-307,HRT 230 BP,42501,456646
KT 2097-642-310,HRT 230 BP,40965,457793
KT 2097-642-311,HRT 230 BP,41221,457840
KT 2097-642-314,HRT 231 BP,42245,457887
KT 2097-642-317,HRT 230 BP,42757,457934
KT 2097-642-321,HRT 230 BP,41477,457981
KT 2097-642-323,HRT 227 BP,43525,458028
KT 2097-642-328,HRT 227 BP,44805,458075
KT 2097-642-329,HRT 230 BP,43525,458122
KT 2097-642-338,HRT 227 BP,45061,458169
KT 2097-642-364,HRT 227 BP,44805,458216
KT 2097-642-366,HRT 227 BP,45317,458263
KT 2097-642-368,HRT 227 BP,45829,458310
KT 2097-642-380,HRT 227 BP,44293,458357
KT 21,HRT 202,62466,458404
KT 21 T 0,HRT 202,47107,458438
KT 21 TO,HRT 202,46851,458476
KT 211,HRT 202,9475,458513
KT 211 UO,HRT 203,59907,458548
KT 3001,HR 7166,16643,458586
KT 3002,HR 7164,16387,458622
KT 3003,HR 6383,17155,458658
KT 3004,HR 8109,16899,458694
KT 3005,HR 8110,15107,459813
KT 3006,HR 8112,15875,459849
KT 3007,HR 8113,16387,459885
KT 3009,HR 8111,16387,459921
KT 3010,HR 8115,15363,459957
KT 3011,HR 8114,15363,459993
KT 3012,HR 7484,17923,460029
KT 3013,HR 8468,18947,460065
KT 306,HRT 203,11011,460101
KT 306 T 0,HRT 203,61187,460136
KT 306 TO,HRT 203,60931,460175
KT 4002,HR 7656,18179,460213
KT 4003,HR 7802,16643,460249
KT 4004,HR 7656,18691,460285
KT 5001,HR 7313,15619,460321
KT 5002,HR 7310,15107,460357
KT 5003,HR 8239,18179,460393
KT 5004,HR 7535,17923,460429
KT 5005,HR 7484,18947,460465
KT 5006,HR 8300,16131,460501
KT 6001,HR 7888,20227,460537
KT 6002,HR 7888,20483,460573
KT 6003,HR 7892,19459,460609
KT 6004,HR 8099,19715,460645
KT 6006,HR 7468,19971,460681
KT 6007,HR 7494,19971,460717
KT 6008,HR 7890,20227,460753
KT 6010,HR 8103,15363,461878
KT 6011,HR 7889,20739,461914
KT 6012,HR 8101,15363,461950
KT 6013,HR 8102,15875,461986
KT 6014,HR 8104,16643,462022
KT 6015,HR 8106,17411,462058
KT 6016,HR 7468,20227,462094
KT 6017,HR 8295,20227,462130
KT 6018,HR 7456,19971,462166
KT 6019,HR 7879,22531,462202
KT 6020,HR 8283,17923,462238
KT 6021,HR 8261,17155,462274
KT 6022,HR 8105,16643,462310
KT 6023,HR 7891,19715,462346
KT 6024,HR 8606,18691,462382
KT 7001,HR 7455,17923,462418
KT 7002,HR 7094,17923,462454
KT 7003,HR 7787,20483,462490
KT 7004,HR 7455,18691,462526
KT 7005,HR 7468,19971,462562
KT 7006,HR 7984,20995,462598
KT 7007,HR 7608,19459,462634
KT 7008,HR 7737,20483,462670
KT 7009,HR 7484,20483,462706
KT 7010,HR 7083,17155,462742
KT 7012,HR 7455,18435,462778
KT 7013,HR 7468,19715,462814
KT 7014,HR 8303,17155,463903
KT 7016,HR 7443,18691,463939
KT 7019,HR 8300,17667,463975
KT 8001,HR 7841,17923,464011
KT 8002,HR 6645,18435,464047
KT 8003,HR 6642,17923,464083
KT 806 T 0,HRT 507,64259,464119
KT 806 TO,HRT 507,64003,464158
KT 9001,HR 6364,17923,464196
KT 9002,HR 6131,16131,464232
KT 9003,HR 6363,18179,464268
KT 9004,HR 6384,19203,464304
KT 9005,HR 6266,19203,464340
KT 9006,HR 6266,19459,464376
KT 9008,HR 8142,18691,464412
KT 9009,HR 8143,19203,464448
KT 9010,HR 8142,16899,464484
KT 9014,HR 8642,19203,464520
KT 9019,HR 8435,20483,464556
KT 9020,HR 8432,17667,464592
KTB 805 FR 33,HRT 242 BP,25605,464628
KTB 806 FR 33,HRT 242 BP,25861,464673
KTB 806 MO FR 30,HRT 242 BP,7686,464718
KTB 806 NO FR 30,HRT 242 BP,7942,464766
KTB 806 O-FR-O,HRT 245 BS,56581,464814
KTB 806 PO FR 30,HRT 242 BP,8454,466981
KTB 806 PO FR 30/7,HRT 241 BP,34310,467029
KTB 806 PO FR 33,HRT 242 BP,9222,467079
KTB 806 PO FR 337,HRT 225 BP,23558,467127
KTB 806 TO,HRT 218 B,40196,467176
KTB 806 TO 18,HRT 218 B,9733,467312
KTB 806 TO 18 FR,HRT 242 BP,11014,467356
KTB 806 TO FR 0,HRT 245 BS,63493,467217
KTB 806 TO FR 30,HRT 242 BP,9478,467264
KTB 806 TO-FR-O,HRT 218 B,56837,467404
KTB 806 WO,HRT 241 BP,60420,467450
KTB 806 WO 22,HRT 242 BP,28933,467492
KTB 806 XO,HRT 245 BS,62468,467537
KTP 806 TO,HRT 245 BS,65028,467579
KTP 806 TO 18,HRT 245 BS,34565,467668
KTP 806 TO FR 0,HRT 245 BS,1542,467621
KTP 806 XO,HRT 245 BS,517,467713
KTS 801 T 1 FR 56 L,HRT 508 P,27142,467755
KTS 805,HRT 205,33795,467805
KTS 805 FR,HRT 505 P,44804,467841
KTS 805 FR 56 L,HRT 205 P,41733,467882
KTS 805 FR 56 L+R,HRT 205 P,8198,467928
KTS 805 FR 56 R,HRT 205 P,43269,469029
KTS 805 TO,HRT 205,18180,469075
KTS 805 TO FR 56 L,HRT 205 P,26118,469114
KTS 805 TO FR 56 R,HRT 508 PD,46598,469163
KTS 805 TO FR 68L7,HRT 508 P,34310,469213
KTS 805 VO,HRT 205,18692,469262
KTS 806,HRT 507,35331,469301
KTS 806 EO,HRT 216 A,39940,469337
KTS 806 FR 56,HRT 216 P,14853,469378
KTS 806 FR 56 L,HRT 216 P,42501,469422
KTS 806 FR 56 R,HRT 216 P,44037,469468
KTS 806 MO FR 30,HRT 242 BP,12038,469514
KTS 806 NO,HRT 507,18180,469562
KTS 806 PO FR 30,HRT 242 BP,12806,469601
KTS 806 T 1,HRT 507,20228,469649
KTS 806 T 1 FR 56 L,HRT 216 P,27398,469689
KTS 806 T 1 FR 56 R,HRT 216 P,28934,469739
KTS 806 T 2 FR 75 L,HRT 508 P,28934,469789
KTS 806 T1,HRT 507,12036,471216
KTS 806 T1 FR 56 L,HRT 216 P,19206,471255
KTS 806 T1 FR 56 R,HRT 216 PD,38150,471304
KTS 806 T2,HRT 507,12292,471354
KTS 806 T2 FR 75 L,HRT 508 P,20742,471439
KTS 806 T2 FR L,HRT 216 P,49413,471393
KTS 806 TL,HRT 507,18948,469839
KTS 806 TO,HRT 216 A,43780,469878
KTS 806 TO FR 18,HRT 242 BP,15366,469919
KTS 806 TO FR 30,HRT 242 BP,13830,469967
KTS 806 TO FR 56 L,HRT 508 P,27944,471068
KTS 806 TO FR 56 R,HRT 508 PD,46854,471117
KTS 806 TO FR 68L7,HRT 508 P,34566,471167
KTS 806 VO,HRT 507,20228,471488
KTS 806 WO,HRT 507,20484,471527
KTS 806 WO 22,HRT 242 BP,33285,471566
KTS 806 XO,HRT 507,20740,471611
KTS 806 YO,HRT 507,20996,471650
KTS 806 ZO,HRT 216 B,45572,471689
KV 301,HRT 201,9731,471730
KV 301 R,HRT 201,38915,471765
KV 302,HRT 201,9987,471802
KV 302 R,HRT 201,39171,471837
KY 03 310,HR 3213,36355,471874
KY 033 10,HR 3213,36355,471912
L 000697801,HR 6207,62467,471950
L 301,HR 2280 T7S,46083,471990
L 310003,HR 5566,21251,472028
L 310012,HR 2085/15,57603,474142
L 310021,HR 6076,20483,474182
L 380067,HR 7132,23299,474219
L 380076,HR 7173,24579,474256
L 4 FD 8001,HR 7712,60931,474293
L 4 FDB 001,HR 7712,63491,474333
L 40 A 00100,HR 7619,772,474373
L 40 A 00101,HR 7619,1028,474414
L 40 A 00600,HR 7726,1796,474455
L 40 A 00610,HR 8507,1540,474496
L 40 A 00700,HR 8319,1796,474537
L 40 A 00710,HR 8319,2052,474578
L 40 A 00711,HR 8319,2308,474619
L 40 B 00660,HR 8516,3076,474660
L 40 B 02000,HR 8615,516,474701
L 40 B 02401,HR 8510,260,474742
L 40 B 02610,HR 7739,3844,474783
L 40 B 03900,HR 7740,2564,474824
L 40 B 05500,HR 8328,2820,474865
L 40 B 05610,HR 8210,772,474906
L 40 B 05700,HR 8439,4100,474947
L 40 B 06600,HR 8516,3076,474988
L 7000-0026,HR 7898,61955,475029
L 9663,HR 3615,64770,475069
LCE CF 0165,HR 7823,9988,475104
LCE CF 0168,HR 46056,43012,475173
LCE CF 0168 A,HR 46062,1541,475215
LCE CF 0225,HR 46043,40452,475259
LCE CF 0296,HR 46024,42244,475301
LCE CF 0301,HR 7443,7428,475343
LCE CF 0304,HR 7491,8964,475383
LCE CF 0313,HR 46043,39940,475423
LCE CF 0321,HR 7819,9732,475465
LCE CF 0341,HR 7443,8452,475505
LCE CF 0365,HR 7628,30980,475545
LCE CF 0394,HR 46096,44292,475586
LCE CF 0431,HR 7443,8452,475628
LCE CF 0441,HR 7819,10500,475668
LCE CF 0456,HR 46150,41732,475708
LCE CF 0456 A,HR 46150,1029,475750
LCE CF 0467,HR 7918,12548,475794
LCE CF 0484,HR 46098,44804,475834
LCE CF 0519,HR 7823,10756,475876
LCE CF 0532,HR 7693,30468,475916
LCE CF 0536,HR 7686,32004,475957
LCE CF 0539,HR 42051,41220,475998
LCE CF 0589,HR 46200,42500,476040
LCE CF 0612,HR 46126,40964,476082
LCE CF 0612 A,HR 46126,261,476124
LCE CF 0625,HR 7764,30980,478245
LCE CF 0698,HR 7764,33540,478286
LCE CF 0698 A,HR 7764,58372,478327
LCE CF 0724 A,HR 46143,1029,478370
LCE CF 0756,HR 46115,42756,478414
LCE CF 0853,HR 46093,43524,478456
LCE CF 0895,HR 46170,44036,478498
LCE CF 0905,HR 46175,43268,478540
LCE CF 0905 A,HR 46175,2565,478582
LCE CF 0932,HR 7648,11780,478626
LCE CF 0959,HR 46186,46084,478666
LCE CF 1009,HR 46185,42500,478708
LCE CF 1009 A,HR 46185,1797,478750
LCE CF 1010,HR 46186,40708,478794
LCE CF 1032,HR 46197,42244,478836
LCE CF 1109,HR 46201,39940,478878
LCE CF 1110,HR 46180,39428,478920
LCE CF 1123,HR 46171,40452,478962
LCE CF 1208,HR 46188,43524,479004
LCE CF 1208 A,HR 46188,2821,479046
LCE CF 122 A,HR 8088,21764,479090
LCE CF 124 B,HR 7630,20484,479131
LCE CF 124 E,HR 7630,21252,479172
LCE CF 143,HR 46055,28676,480305
LCE CF 1463,HR 46193,43268,480346
LCE CF 168 A,HR 46062,54788,480388
LCE CF 249,HR 42074,29700,480431
LCE CF 3661,HR 7468,12292,480472
LCE CF 44,HR 7639,51203,480512
LCE CF 44 A,HR 7639,10500,480550
LCE CF 51 A,HR 46014,39428,480590
LCE CF 65 A,HR 7452,9476,480632
LCE CF 68 A,HR 7483,11268,480672
LCE CF 82,HR 7452,4100,480712
LCE CF 83,HR 7900,49667,480751
LCE CF 93 A,HR 7452,9732,480789
LCE CF 94,HR 46000,15108,480829
LE 5854 B 1,HR 46115,29188,480869
LEA 5340 X 1,HR 46156,50180,480911
LF 0108 BM,HR 19007,5380,480954
LF 5632/MF2,HR 1687,13828,480994
LM 1458,HR 2458,18435,481034
LM 1459,HR 2459,18947,481070
LM 1460,HR 2460,14851,481106
LM 2025 L,HR 2267,43267,481142
LM 2025 R,HR 2267 R,8452,481180
LM 2025 RS,HR 2267 RS,50948,481220
LM 2025 V,HR 2267,45827,482359
LM 2025/2/3,HR 2267-2,24324,482397
LM 2031/22,HR 2031/22,21764,482439
LM 2036,HR 2266 R,45059,482481
LM 2036/1,HR 2270 V1,16388,482519
LM 2036/2,HR 2270 V2,16900,482560
LM 2036/3,HR 2270 V3,17412,482601
LM 2036/37,HR 2272 R,17924,482642
LM 2063/00,HR 2063/00,22276,482683
LM 2080,HR 2080,14083,482725
LM 2080/00,HR 2080/00,21764,482761
LM 2080/10,HR 2080/10,22276,482803
LM 2080/15,HR 2080/15,24836,482845
LM 2101,HR 5126,13571,482887
LM 2106,HR 5163,15107,482923
LM 2107,HR 5157,16131,482959
LM 2110,HR 2110,11011,482995
LM 2461,HR 2461,15619,483031
LM 3042,HR 2268 TRSI,40964,483067
LM 3042/1,HR 2268 T1RSI,12549,483150
LM 3042/V,HR 2268 RSI,53508,483108
LM 3051,HR 2274 TRSI,40196,483194
LM 3051/10 S,HR 2274 T10S,26117,483235
LM 3051/11,HR 2274 T11RSI,36869,483281
LM 3051/12,HR 2274 T12RSI,37413,485404
LM 3051/3,HR 2274 T3RSI,12805,485450
LM 3051/4,HR 2274 T4RSI,13317,485494
LM 3051/8,HR 2274 T8RSI,15365,485538
LM 3051/9,HR 2274 T9C RSI,41221,485582
LM 3069/15,HR 0069 T15RSI,41221,485628
LM 3069/17,HR 0069 T17RSI,42245,485674
LM 3072,HR 2273 TS,1028,485720
LM 3072/13,HR 2273 T13RSI,38405,485759
LM 3102,HR 5505,14339,485805
LM 3107,HR 5515,15875,485841
LM 3107/04,HR 3107,52227,485877
LM 3107/20,HR 5572,53763,485916
LM 3107/47,HR 5565,56579,485955
LM 3108,HR 5512,15363,485994
LM 3112/S,HR 3112 TS,31236,486030
LM 3115,HR 2450,14339,486071
LM 3119/47,HR 5566,57603,486107
LM 3122,HR 3122 RSI,16644,486146
LM 3123,HR 5523,15107,486186
LM 3126,HR 5526,16643,486222
LM 3127,HR 5527,17155,486258
LM 3135,HR 2135,14851,486294
LM 3154,HR 5554,17155,486330
LM 3160,HR 5560,15619,486366
LM 3164,HR 5564,17667,486431
LM 3168,HR 5568,19715,486467
LM 3169,HR 5569,20227,486503
LM 3172,HR 5572,17155,486539
LM 3176,HR 5576,19203,486575
LM 3183,HR 5583,18179,486611
LM 3248/7S,HR 2277 T7S,64772,486688
LM 3248/S,HR 2277 TS,36612,486647
LM 3269/2,HR 2269 T2RSI,16133,486731
LM 3269/5,HR 2269 T5RSI,17669,486775
LM 3275/S,HR 2275 R,14340,486819
LM 3279/1S,HR 2279 T1S,63236,486900
LM 3279/2S,HR 2279 T2S,63748,486943
LM 3279/5S,HR 2279 T5SR,20741,486986
LM 3279/6S,HR 2279 T6SR,21253,487030
LM 3279/S,HR 2279 TS,38148,486859
LM 3368/2,HR 0068 T2S,40708,487074
LM 3369/1,HR 0069 T1RSI,14853,487116
LM 3369/14,HR 0069 T14S,1797,487160
LM 3369/3S,HR 0069 T3RSI,37125,487204
LM 3448,HR 5148,18435,487249
LM 3465,HR 5165,17923,487285
LM 3466,HR 5166,18435,487321
LM 3469,HR 0071 TRSI,41732,487357
LM 3469/1,HR 0071 T1RSI,13317,489509
LM 3469/3S,HR 0071 T3RSI,35589,489553
LM 3473,HR 5173,17411,489598
LM 3508,HR 1117,15619,489634
LM 3509,HR 1125,15619,489670
LM 3510,HR 1127,14083,489706
LM 3511,HR 1177,15619,489742
LM 3512,HR 1120,12803,489778
LM 3540,HR 1857,17411,489814
LM 3643,HR 1514,15875,489850
LM 3768,HR 0068 TRSI,43780,489886
LM 4044/20,HR 1544/20,24324,489927
LM 4044/26,HR 1544,54275,489969
LM 4044/27,HR 1544,54531,490008
LM 4069,HR 1367 T1,60419,490047
LM 4611,HR 1303,13827,490086
LM 5023,HR 2181,14595,490122
LM 5317,HR 2151,15363,490158
LM 8612,HR 9648,20227,490194
LM 86120 A,HR 9655,56835,490230
LM 86189/02,HR 9404,5380,490269
LM 8651,HR 9644,19971,490309
LM 86510,HR 9659,33795,490345
LM 8712,HR 9633,18947,490382
LM 8720/02,HR 9639,57347,490418
LM 8816,HR 9601,18947,490457
LM 8941,HR 9539,21251,490558
LM 8941-00,HR 9540,55299,490594
LM 9077,HR 2171,17667,490633
LM 9425,HR 2265,17923,490669
LOT 888,HR 7628,50435,490705
LQ 0002 CIA,HR 19043,22276,490742
LS 33 G 4 C,HR 7503,64515,490783
LT 3509,HR 1125,17411,490823
LZ 046 A 025 K,HR 46021,5893,490859
LZ 054 A 000,HR 2287 T11,20485,490904
LZ 065 A 114 T,HR 42081,8709,490950
LZ 073 A 018 K,HR 42055,7173,490995
LZ 073 A 209 K,HR 42055,7685,491040
LZ 076 A 008,HR 46008,46340,491085
LZ 076 A 008 S,HR 46008,10245,491128
LZ 132 A 614 T-A,HR 7735,26373,491173
LZ 174 A 100 T,HR 46137,9221,491219
LZ 174 A 220 T,HR 7698,5,491264
LZ 210 A 008 A,HR 46131,2309,491308
LZ 210 A 008 J,HR 46131,4613,491353
LZ 210 A 008 L,HR 46131,5125,491398
LZ 210 A 008 T,HR 46131,7173,491443
LZ 250 A 00 P,HR 46155,59908,494629
LZ 250 A 000 P,HR 46155,6661,494673
LZ 250 A 013 J,HR 46155,6149,494718
LZ 250 A 013 P,HR 46155,7685,494763
LZ 250 A 013 T,HR 46155,8709,494808
LZ 276 A 002 J,HR 46173,7685,494853
LZ 276 A 002 T,HR 46173,10245,494898
LZ 276 A 028 T,HR 46193,12805,494943
LZ 276 A 028 Y,HR 46193,14085,494988
M 10-01,HR 7214,5123,495033
M 10-02,HR 7230,4867,495069
M 10-03,HR 7231,5379,495105
M 10-04,HR 7224,6147,495141
M 10-05,HR 7225,6659,495177
M 10-06,HR 8166,8195,495213
M 10-07,HR 8066,8195,495249
M 10-08,HR 8074,8195,495285
M 10-09,HR 7353,8195,495321
M 10-10,HR 7253,5891,495357
M 10-13,HR 8000,4355,495393
M 10-15,HR 7253,7171,495429
M 10-20,HR 7230,4867,495465
M 10-40,HR 7224,6147,495501
M 10-50,HR 7225,6659,495537
M 12-02,HR 7127,6659,495573
M 12-04-400,HR 7140,55299,496698
M 12-04-420,HR 7140,55811,496738
M 12-05,HR 7378,9475,496778
M 12-06,HR 7378,9731,496814
M 12-08,HR 6450,7683,496850
M 12-10,HR 7295,7939,496886
M 12-100,HR 7376,20227,496922
M 12-101,HR 7394,20483,496959
M 12-105,HR 8006,19203,496996
M 12-11,HR 7228,7171,497033
M 12-110,HR 8010,16899,497069
M 12-111,HR 7394,20739,497106
M 12-116,HR 7186,21763,497143
M 12-121,HR 8010,17411,497180
M 12-123,HR 8336,20739,497217
M 12-126,HR 7578,23299,497254
M 12-127,HR 7566,22787,497291
M 12-137,HR 8368,23299,497328
M 12-15,HR 7202,6147,497365
M 12-153,HR 8604,20995,497401
M 12-16,HR 8559,10499,497438
M 12-18,HR 7218,8707,497474
M 12-19,HR 7287,10499,497510
M 12-20,HR 8165,7427,497546
M 12-24,HR 7223,6915,497582
M 12-26,HR 7227,8451,497618
M 12-39,HR 8157,10243,498743
M 12-39 A,HR 8157,35075,498779
M 12-45,HR 7229,9219,498817
M 12-46,HR 7351,8451,498853
M 12-72,HR 7397,10755,498889
M 12-75,HR 8077,10499,498925
M 12-77,HR 8543,10499,498961
M 12-85,HR 7344,9731,498997
M 12-92,HR 8604,9219,499033
M 12-93,HR 7195,10499,499069
M 12-94,HR 7218,9731,499105
M 12-96,HR 8007,9475,499141
M 12-97,HR 8055,10499,499177
M 12-98,HR 8376,12291,499213
M 12-99,HR 7128,11011,499249
M 186 N,HR 42012,43523,499285
M 241691,HR 7443,24579,499323
M 25-6 W,HRT 202,32771,499360
M 29201.019.10,HR 5713,31748,499397
M 29201.024.01,HR 5706,31236,499440
M 29201.025.17,HR 5727,34052,499483
M 29201.028.03 A,HR 6501,56068,499526
M 29201.028.53,HR 6506,33796,499571
M 29201.028.54,HR 6505,33796,499614
M 29201.029.01,HR 6500,30724,499657
M 29201.029.04,HR 6503,32260,500796
M 29201.029.05,HR 6504,32772,500839
M 29201.029.11,HR 6515,32516,500882
M 29201.029.11 AL,HR 6515,11269,500925
M 29201.029.51 A,HR 6513,57860,500971
M 29201.029.52 A,HR 6574,59908,501016
M 29201.029.52 H,HR 6574,61700,501061
M 29201.029.58,HR 6522,34820,501106
M 29201.029.59,HR 6517,36100,501149
M 29201.029.60,HR 6519,34564,501192
M 29201.029.69,HR 6688,38660,501235
M 29201.031.54 B,HR 6572,58372,501278
M 29201.031.57,HR 6686,35588,501323
M 29201.033.01,HR 6521,30212,501366
M 29201.680.01,HR 6601,32004,501409
M 29221.022.03,HR 5707,32004,501452
M 29221.022.03 B,HR 5707,57092,501495
M 29221.029.52,HR 6574,35588,501540
M 29221.029.52 A,HR 6574,60420,501583
M 29221.029.52 H,HR 6574,62212,501628
M 29221.029.59 A,HR 6517,61444,501673
M 29221.029.60,HR 6519,35076,501718
M 29221.029.63,HR 6683,36356,502814
M 29221.029.66,HR 6687,38148,502857
M 29221.029.69,HR 6688,39172,502900
M 29221.031.54,HR 6572,33796,502943
M 29221.031.55,HR 6573,34308,502986
M 29221.031.56,HR 6595,35588,503029
M 29221.031.56 A,HR 6595,60420,503072
M 29221.031.57,HR 6686,36100,503117
M 29221.031.63 A,HR 6673,59140,503160
M 29221.031.68,HR 6689,37380,503205
M 29221.031.68 A,HR 6689,62212,503248
M 29221.033.01,HR 6521,30724,503293
M 29221.680.01,HR 6601,32516,503336
M 32-02,HR 6590,7939,503379
M 32-02 C,HR 6590,33283,503415
M 374392,HR 46167,59395,503453
MA5TH0000061,HR 6385,30212,503533
MAD810M180HO,HR 7026,41220,503492
MC-FBM 003,HR 2290 T1,60932,503574
MCFT 404,HR 46012,5636,503617
MCFT 506,HR 46032,6916,503656
MCFT 805,HR 46002,6660,503695
MCFT 808,HR 46031,7940,503734
MD 044 B,HR 42051,56835,503773
MD 080 A,HR 46030,56835,504869
MD 084 A,HR 42116,58115,504908
MD 084 B,HR 42075,59395,504947
MD 091 A,HR 42045,57859,504986
MD 093 A,HR 42088,60163,505025
MD 104 B,HR 42047,57347,505064
MD 119 A,HR 46046,59395,505103
MD 126 B,HR 46064,59139,505142
MD 144 A,HR 46032,57603,505181
MD 148 A,HR 42020,56835,505220
MD 164 A,HR 42057,58883,505259
MD 245 B,HR 42050,57347,505298
MDF 10/358,HR 2290 T1,53252,505337
ME/0330-00,HR 7142,6404,505380
ME/0330-01,HR 42006,18436,505420
ME/0330-02,HR 42017,19204,505461
ME/0330-04,HR 42041,18948,505502
ME/0330-05,HR 42059,21508,505543
ME/0330-06,HR 42034,19972,505584
ME/0330-07,HR 2287 T11,64260,505625
ME/0330-08,HR 42031,19716,505669
ME/0330-09,HR 42032,20228,505710
ME/0330-10,HR 2287 T17,64260,505751
ME/0330-11,HR 46029,20996,505795
ME/0330-14,HR 42000,17924,505906
ME/0330-15,HR 42021,18948,505947
ME/0330-16,HR 42023,19716,505988
ME/0330-17,HR 42022,19716,506029
ME/0330-18,HR 42042,20484,506070
ME/0330-19,HR 42027,21508,506111
ME/0330-20,HR 42029,19972,506152
ME/0330-21,HR 42007,19204,506193
